,Product URL,Product Name,Product Price,Rating,Number of reviews,Product Dimensions,Date First Available,Manufacturer,ASIN,Country of Origin,Department,Packer,Importer,Item Weight,Item Dimensions LxWxH,Net Quantity,Generic Name,Color,Shipping Weight,Item Model Number,Item Part Number,Primary material,Capacity,What is in the box?,Item Shape,Footboard upholstery,Imported By,Item model number,Included Components,Is Discontinued By Manufacturer,Brand,Model,Special Features,Mounting Hardware,Batteries Required,Material,Series,Colour,Item Height,Item Width,Standing screen display size,Item part number,Age Range,Batteries Included,Handle Type,Material Type,Outer Material,Season,Size,Sport,Style,Model Number,Target gender,Additional product features,Number of items,Batteries required,Manufacturer recommended age,Are Batteries Included,Best,,Batteries,Compatible Devices,Package Dimensions,Model Name,Battery cell composition,Is Assembly Required,Number of Pieces,Weight,Other display features,Form factor,Whats in the box,Lithium Battery Energy Content,Number of Lithium Ion Cells,Number of Lithium Metal Cells
66,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-69,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,"3,442",22 x 30 x 50 cm; 660 Grams,11 October 2022,Amazing Bags,B0BHX7GY16,India,Unisex-adult,,,660 g,22 x 30 x 50 Centimeters,1 Count,,,,,,,,,,,,laptop bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,https://www.amazon.in/high-power-Backpack-Rucksack-Computer/dp/B0BKGTW32W/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-70,high power 15.6 inch Laptop Bag Backpack Fashion Rucksack Casual Student School Bag Computer Bag College Bag Office Bag Business Bag Unisex Travel Backpack,625,3.0,46,42.06 x 30 x 45 cm; 403 Grams,25 October 2022,skf overseas,B0BKGTW32W,India,unisex-adult,,,403 g,42.1 x 30 x 45 Centimeters,1.00 count,,,,,,,,,,,,HP-GRY-BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-71,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",959,3.7,"1,053",16 x 32 x 46 cm; 350 Grams,22 July 2021,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B2581S9,India,Unisex-adult,"302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059","302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",350 g,16 x 32 x 46 Centimeters,1 Count,USB Backpack,,,,,,,,,,,SNEAK19CBGRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-72,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,630,4.0,931,50.8 x 30.48 x 25.4 cm; 499 Grams,3 September 2022,"Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086",B0BL3SPN16,India,Unisex-adult,"Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086","Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086",499 g,50.8 x 30.5 x 25.4 Centimeters,1.00 count,,,,,,,,,,,,DINY01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-73,motherly Stylish Babies Diaper Bags for Mothers - Economical Version (Grey and Pink),"1,799",4.6,"5,922",39.5 x 26 x 20 cm; 750 Grams,7 June 2018,Motherly,B07DMKJJB4,India,,,,750 g,39.5 x 26 x 20 Centimeters,,,,,,,,,,,,,5860,1 diaper bag,,,,,,,Waterproof Oxford Fabric,,,,,,,,,,,,,,,Diaper Bag,5860,Unisex,"Lightweight, ‎Waterproof, Tissue Pocket, Anti-Theft Pocket, D-rings for hands-free usability",1,No,0 months and up,,,,,,,,,,,,,,,,,
71,https://www.amazon.in/Skybags-Unisex-Gucci-Fabric-Backpacks/dp/B0B21XYWWH/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-74,Skybags Unisex Red Gucci Fabric 10L Backpacks,460,3.8,109,26 x 12 x 41 cm; 215 Grams,23 May 2022,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",B0B21XYWWH,India,Unisex-adult,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India","VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",215 g,26 x 12 x 41 Centimeters,1 Count,Backpack,,,,,,,,,,,BPRDP10ERED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-77,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,499,3.9,"4,122",30.5 x 20.3 x 45.7 cm; 533 Grams,15 January 2019,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B07MXL986B,India,Men,"ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",,533 g,30.5 x 20.3 x 45.7 Centimeters,1.00 count,Laptop backpack,,,,,,,,,,,BP010,Backpack only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,https://www.amazon.in/STRABO-Cooper-Laptop-Bag-Capacity/dp/B0BX9V66C9/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-78,"STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag",699,4.3,67,31 x 14 x 43 cm; 380 Grams,2 March 2023,STRABO BAGS AND ACCESSORIES LLP,B0BX9V66C9,India,Unisex-adult,,,380 g,31 x 14 x 43 Centimeters,,,,,,,,,,,,,Cooper_Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,https://www.amazon.in/Safari-Swagpack-Backpack-Compartments-Raincover/dp/B09B2633BY/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-79,Safari Swagpack 35 Ltrs Large Laptop Backpack With 3 Compartments and Raincover - Blue (SWAGPACK19CBBLU),"1,255",3.8,494,20 x 33 x 47 cm; 350 Grams,22 July 2021,"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B2633BY,India,unisex-adult,"302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059","302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",350 g,20 x 33 x 47 Centimeters,1 count,Laptop Backpack,,,,,,,,,,,SWAGPACK19CBBLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,https://www.amazon.in/Gear-Training-Travel-Duffel-DUFCRSTNG4314/dp/B098FG3GVX/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-80,Gear Polyester 23 Cms Travel Bag(DUFCRSTNG4314_Khaki),478,4.1,561,47 x 23.5 x 23.5 cm; 340 Grams,1 July 2021,"Gear Merchandise Pvt Ltd, Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100",B098FG3GVX,India,Unisex-adult,"Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100",,340 g,47 x 23.5 x 23.5 Centimeters,1 count,Luggage- Garment Bag,,,,,,,,,,,DUFCRSTNG4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,https://www.amazon.in/Waterproof-Backpack-College-Business-Dimensions/dp/B0BW95MXRJ/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-81,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),486,4.6,3,42 x 30 x 17 cm,20 February 2023,,B0BW95MXRJ,India,Unisex-adult,,,,42 x 30 x 17 Centimeters,,,,,,,,,,,,,DORI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,https://www.amazon.in/ADISA-laptop-backpack-office-college/dp/B0BXQD8DZX/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-82,ADISA Large laptop backpack office bag college travel back pack with USB,499,3.8,103,30.5 x 11.5 x 43.2 cm; 590 Grams,7 March 2023,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B0BXQD8DZX,India,Men,"ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",,590 g,30.5 x 11.5 x 43.2 Centimeters,1 Piece,Laptop backpack,,,,,,,,,,,BP045,Laptop backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,https://www.amazon.in/FUR-JADEN-Backpack-Accessories-Organiser/dp/B0BSHBH9K2/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-83,"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","1,329",4.1,694,15 x 30 x 48 cm; 450 Grams,17 January 2023,"Fur Jaden, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002",B0BSHBH9K2,India,Unisex-adult,"Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002",,450 g,15 x 30 x 48 Centimeters,1.00 count,15.6 Inch Laptop Backpack with USB Charging Port,,,,,,,,,,,BM87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,https://www.amazon.in/Waterproof-Backpack-Students-adjustable-Compartment/dp/B09V5HRYR7/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1692690726&sprefix=ba%2Caps%2C283&sr=8-84,CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,699,3.8,"3,136",22 x 7 x 35 cm; 426 Grams,9 March 2022,Capriff,B09V5HRYR7,India,Unisex-adult,,,426 g,22 x 7 x 35 Centimeters,1 Count,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,https://www.amazon.in/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2Q52R/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-83,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",399,4.0,191,8 x 32 x 42 cm; 340 Grams,13 April 2023,"‎Tabelito Trade India, ‎Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528",B0C2D2Q52R,India,Unisex-adult,"Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528","Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528",340 g,8 x 32 x 42 Centimeters,1 Count,LAPTOP BACKPACK,,,,,,,,,,,NEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,https://www.amazon.in/Dyazo-Resistant-Photographers-Compatible-Panasonic/dp/B0BWWD1QQQ/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-84,Dyazo Water Resistant Camera Backpack with Extra Front Pocket Photographers Bag with Rain Cover Tripod Holder Compatible for Sony Nikon Canon Panasonic DSLR (Black & Orange),799,4.3,518,27.9 x 12.7 x 35.6 cm; 550 Grams,26 February 2023,"Dyazo, Dyazo F 15 Ground floor okhala Industrial Area New Delhi 110048 Customer care 72700000727",B0BWWD1QQQ,China,unisex-adult,Alliance Trade Links 15 Ground floor okhala Industrial Area New Delhi 110048 Customer care 72700000727,Alliance Trade Links 15 Ground floor okhala Industrial Area New Delhi 110048 Customer care 72700000727,550 g,27.9 x 12.7 x 35.6 Centimeters,1 Count,Camera Backpack,,,,,,,,,,,DZ 235,Camera backpack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1 in Camera Backpacks,"4.3 4.3 out of 5 stars 518 ratings var dpAcrHasRegisteredArcLinkClickAction; P.when('A', 'ready').execute(function(A) { if (dpAcrHasRegisteredArcLinkClickAction !== true) { dpAcrHasRegisteredArcLinkClickAction = true; A.declarative( 'acrLink-click-metrics', 'click', { ""allowLinkDefault"": true }, function (event) { if (window.ue) { ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1); } } ); } }); P.when('A', 'cf').execute(function(A) { A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){ if(window.ue) { ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1); } }); });",,,,,,,,,,,,,,
82,https://www.amazon.in/Murano-Casual-daybackpack-Office-College/dp/B0BX9FLPNX/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-85,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),269,3.1,71,43.2 x 25.4 x 40.6 cm; 180 Grams,2 March 2023,Avon Lifestyle Pvt Ltd,B0BX9FLPNX,India,,"Avon Lifetsyle Pvt Ltd, Bhiwandi- 421302. Customer Care Email : customercare@avon lifestyle .com, Customer Care Contact : 9321366003",,180 g,43.2 x 25.4 x 40.6 Centimeters,1 Piece,Day Backpack,,,,,,,,,,,,,,Murano,,,,,,Louis,Orange,40.6 Centimeters,25.4 Centimeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,https://www.amazon.in/Genie-compartments-Lightweight-Travelling-Purpose-36/dp/B097JHSJTL/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-86,"Genie Lily Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.36 litres (19 inch) Black colour","1,004",4.3,11,23 x 33 x 48 cm; 596 Grams,5 June 2023,"Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in",B097JHSJTL,India,womens,"Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in","Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in",596 g,23 x 33 x 48 Centimeters,1 count,Backpack,,,,,,,,,,,LILY19CBBLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,https://www.amazon.in/Half-Moon-Waterproof-Backpack-Grey/dp/B09688CSCZ/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-87,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),698,3.9,"1,369",45 x 31 x 22 cm; 540 Grams,31 May 2021,Half_Moon (AB Amazing Bags),B09688CSCZ,India,unisex-adult,,,540 g,45 x 31 x 22 Centimeters,1 Count,laptop bag for men,,,,,,,,,,,bag for menं,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,https://www.amazon.in/Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-88,"Dyazo Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",799,4.3,518,26 x 15 x 20 cm; 300 Grams,2 January 2023,"Dyazo, Dyazo F 15 Ground Floor Okhala phase 1 New Delhi 110020 customer care 7270000727",B0BRJLWQ6R,China,,Dyazo F 15 Ground Floor Okhala phase 1 New Delhi 110020 customer care 7270000727,Alliance Trade Links F 15 Ground Floor Okhala phase 1 New Delhi 110020 customer care 7270000727,300 g,26 x 15 x 20 Centimeters,,Camera carry case,,,,,,,,,,,,Camera case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1 in Camera Cases,"4.3 4.3 out of 5 stars 518 ratings var dpAcrHasRegisteredArcLinkClickAction; P.when('A', 'ready').execute(function(A) { if (dpAcrHasRegisteredArcLinkClickAction !== true) { dpAcrHasRegisteredArcLinkClickAction = true; A.declarative( 'acrLink-click-metrics', 'click', { ""allowLinkDefault"": true }, function (event) { if (window.ue) { ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1); } } ); } }); P.when('A', 'cf').execute(function(A) { A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){ if(window.ue) { ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1); } }); });",,,,,,,,,,,,,,
86,https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-89,Lenovo 15.6-inch Casual Laptop Briefcase T210,979,4.2,"20,845",24.89 x 2.03 x 36.07 cm; 340.19 Grams,2 April 2018,"Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560156, 1. DONGGUAN NIDAIKE ELECTRONIC TECHNOLOGY CO.,LTD. No.38 Taikang Street,Baihao Village, Houjie Town,Dongguan City,Guangdong Province,China-523957 2. Talent Hill Industrial Co., Ltd. Room 811, 7th Floor, No. 19 East tricy clic North Road , Chao yang District, Beijing, China.",B075Y6Y9H5,China,,"No 30,tachua road futian free trade zobehenzhen china","Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560156",340 g,24.9 x 2 x 36.1 Centimeters,1 U,Backpack,,,,,,,,,,,GX40Q17229,15.6-inch Briefcase,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 A batteries required.,,,,,,,,,,,,,
87,https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LFX8ZZ/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-90,FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),"1,699",4.4,"2,314",14 x 42 x 32 cm; 900 Grams,5 February 2020,Fatmug Designs,B084LFX8ZZ,India,,,,900 g,14 x 42 x 32 Centimeters,1.00 count,Bag,,,,,,,,,,,600206SWBGA1,,,FATMUG,600206SWBGA1,"Convertible, Adjustable, Water Resistant",,No,Polyester,,,,,,,,No,,,,,,,,,,,1,,,,,,,Laptop,,,,,,,,,,,,
88,https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-93,ADISA Laptop Backpack 31 Ltrs,399,4.0,"9,044",30.5 x 17.8 x 45.7 cm; 410 Grams,26 July 2018,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B07G3CG9FC,India,Men,"ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",,410 g,30.5 x 17.8 x 45.7 Centimeters,1.00 Unit,Laptop backpack,,,,,,,,,,,BP004,Laptop backpack only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,https://www.amazon.in/Lavie-Sport-Chairman-Compatible-compartments/dp/B09YCSCRBW/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-94,Lavie Sport Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook,849,3.9,"1,399",16 x 30 x 43 cm; 570 Grams,20 April 2022,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093",B09YCSCRBW,India,Unisex-adult,"Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093","Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093",570 g,16 x 30 x 43 Centimeters,1 Count,Chairman laptop backpack,,,,,,,,,,,BMGE665019N3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-95,"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)","1,099",4.2,"1,460",57 x 28 x 35 cm; 600 Grams,26 September 2019,"Stoned Walls, Delhi",B07YFNXC3H,India,Unisex,,,600 g,57 x 28 x 35 Centimeters,1.00 count,Foldable Duffle,,,,,,,,,,,,,,,,,,,,,,,,,600177SWBGA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,https://www.amazon.in/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-96,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,339,3.8,"2,544",16 x 29 x 45 cm; 290 Grams,28 August 2018,"Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876",B07GXYHFCY,India,Unisex Kids,"Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876",,290 g,16 x 29 x 45 Centimeters,1 Count,School Backpack,,,,,,,,,,,CLASY-SKY BLU,Laptop School Backpack,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,https://www.amazon.in/Lavie-Beech-Womens-Satchel-Handbag/dp/B096KTWTXC/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-97,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,"1,518",4.2,"2,329",27.5 x 9 x 19.5 cm; 800 Grams,6 July 2021,"Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093.",B096KTWTXC,India,womens,"Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093.","Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093.",800 g,27.5 x 9 x 19.5 Centimeters,,satchel,,,,,,,,,,,HGGE247042M3,Shoulder Strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,https://www.amazon.in/TAGUDA-foldable-portable-lightweight-organizer/dp/B0B8CSC4F1/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-98,TAGUDA Travel Foldable Portable Lightweight Luggage Storage Duffle Tote Hand Organizer Easy Carry Bags Backpack Set for Men Women Travel Luggage (Mint Green Travel Bag),299,3.4,89,,2 August 2022,,B0B8CSC4F1,China,,,,,,1.00 count,,,,,,,,,,,,,,,,,,,,,,,,,,TG78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,https://www.amazon.in/HP-Essentials-Polyester-Laptop-Backpack/dp/B07GGS4RDV/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1692690787&sprefix=ba%2Caps%2C283&sr=8-99,"HP Essentials Polyester Black, Grey Laptop Backpack","1,199",4.1,299,,15 August 2018,,B07GGS4RDV,China,,,,520 g,,1 Count,,,,,,,,,,,,,,No,,,,,,,,,,,,3LJ57AA#ACJ,,,,,,,,,,,,,,,,,,,,,50.5 x 36.4 x 7.7 cm; 520 Grams,,,,,,,,,,,
